Timestamp,Air Temperature (°C),Leaf Temperature (°C),Humidity (%),Air VPD (kPa),Leaf VPD (kPa)
2025-02-15 14:32:58,20.3,19.1,48,1.24,1.07
2025-02-15 14:33:08,20.3,19.1,48,1.24,1.07
2025-02-15 14:33:18,20.3,19.1,48,1.24,1.07
2025-02-15 14:33:28,20.3,19.1,48,1.24,1.07
2025-02-15 14:33:38,20.3,19.1,48,1.24,1.07
2025-02-15 14:33:48,20.3,19.1,48,1.24,1.07
2025-02-15 14:33:58,20.3,19.1,48,1.24,1.07
2025-02-15 14:34:09,20.3,19.1,48,1.24,1.07
2025-02-15 14:34:19,20.3,19.1,48,1.24,1.07
2025-02-15 14:34:29,20.3,19.1,48,1.24,1.07
2025-02-15 14:34:39,20.3,19.1,48,1.24,1.07
2025-02-15 14:34:49,20.3,19.1,48,1.24,1.07
2025-02-15 14:34:59,20.3,19.1,48,1.24,1.07
2025-02-15 14:35:09,20.3,19.1,48,1.24,1.07
2025-02-15 14:35:20,20.3,19.1,48,1.24,1.07
2025-02-15 14:35:30,20.3,19.1,48,1.24,1.07
2025-02-15 14:35:40,20.3,19.1,48,1.24,1.07
2025-02-15 14:35:50,20.3,19.1,48,1.24,1.07
2025-02-15 14:36:00,20.3,19.1,48,1.24,1.07
2025-02-15 14:36:10,20.3,19.1,48,1.24,1.07
2025-02-15 14:36:20,20.3,19.1,48,1.24,1.07
2025-02-15 14:36:31,20.3,19.1,48,1.24,1.07
2025-02-15 14:36:41,20.3,19.1,48,1.24,1.07
2025-02-15 14:36:51,20.3,19.1,48,1.24,1.07
2025-02-15 14:37:01,20.3,19.1,48,1.24,1.07
2025-02-15 14:37:11,20.3,19.1,48,1.24,1.07
2025-02-15 14:37:21,20.3,19.1,48,1.24,1.07
2025-02-15 14:37:31,20.3,19.1,48,1.24,1.07
2025-02-15 14:37:42,20.3,19.1,48,1.24,1.07
2025-02-15 14:37:52,20.3,19.1,48,1.24,1.07
2025-02-15 14:38:02,20.3,19.1,48,1.24,1.07
2025-02-15 14:38:12,20.3,19.1,48,1.24,1.07
2025-02-15 14:38:22,20.3,19.1,48,1.24,1.07
2025-02-15 14:38:32,20.3,19.1,48,1.24,1.07
2025-02-15 14:38:42,20.3,19.1,48,1.24,1.07
2025-02-15 14:38:53,20.3,19.1,48,1.24,1.07
2025-02-15 14:39:03,20.3,19.1,48,1.24,1.07
2025-02-15 14:39:13,20.3,19.1,48,1.24,1.07
2025-02-15 14:39:23,20.3,19.1,48,1.24,1.07
2025-02-15 14:39:33,20.3,19.1,48,1.24,1.07
2025-02-15 14:39:43,20.3,19.1,48,1.24,1.07
2025-02-15 14:39:53,20.3,19.1,48,1.24,1.07
2025-02-15 14:40:03,20.3,19.1,48,1.24,1.07
2025-02-15 14:40:14,20.3,19.1,48,1.24,1.07
2025-02-15 14:40:24,20.3,19.1,48,1.24,1.07
2025-02-15 14:40:34,20.3,19.1,48,1.24,1.07
2025-02-15 14:40:44,20.3,19.1,48,1.24,1.07
2025-02-15 14:40:54,20.3,19.1,48,1.24,1.07
2025-02-15 14:41:04,20.3,19.1,48,1.24,1.07
2025-02-15 14:41:14,20.3,19.1,48,1.24,1.07
2025-02-15 14:41:25,20.3,19.1,48,1.24,1.07
2025-02-15 14:41:35,20.3,19.1,48,1.24,1.07
2025-02-15 14:41:45,20.3,19.1,48,1.24,1.07
2025-02-15 14:41:55,20.3,19.1,48,1.24,1.07
2025-02-15 14:42:05,20.3,19.1,48,1.24,1.07
2025-02-15 14:42:15,20.3,19.1,48,1.24,1.07
2025-02-15 14:42:25,20.3,19.1,48,1.24,1.07
2025-02-15 14:42:35,20.3,19.1,48,1.24,1.07
2025-02-15 14:42:46,20.3,19.1,48,1.24,1.07
2025-02-15 14:42:56,20.3,19.1,48,1.24,1.07
2025-02-15 14:43:06,20.3,19.1,48,1.24,1.07
2025-02-15 14:43:16,20.3,19.1,48,1.24,1.07
2025-02-15 14:43:26,20.3,19.1,48,1.24,1.07
2025-02-15 14:43:36,20.3,19.1,48,1.24,1.07
2025-02-15 14:43:46,20.3,19.1,48,1.24,1.07
2025-02-15 14:43:57,20.3,19.1,48,1.24,1.07
2025-02-15 14:44:07,20.3,19.1,48,1.24,1.07
2025-02-15 14:44:17,20.3,19.1,48,1.24,1.07
2025-02-15 14:44:27,20.3,19.1,48,1.24,1.07
2025-02-15 14:44:37,20.3,19.1,48,1.24,1.07
2025-02-15 14:44:47,20.3,19.1,48,1.24,1.07
2025-02-15 14:44:57,20.3,19.1,48,1.24,1.07
2025-02-15 14:45:07,20.3,19.1,48,1.24,1.07
2025-02-15 14:45:18,20.3,19.1,48,1.24,1.07
2025-02-15 14:45:28,20.3,19.1,48,1.24,1.07
2025-02-15 14:45:38,20.3,19.1,48,1.24,1.07
2025-02-15 14:45:48,20.3,19.1,48,1.24,1.07
2025-02-15 14:45:58,20.3,19.1,48,1.24,1.07
2025-02-15 14:46:08,20.3,19.1,48,1.24,1.07
2025-02-15 14:46:18,20.3,19.1,48,1.24,1.07
2025-02-15 14:46:29,20.3,19.1,48,1.24,1.07
2025-02-15 14:46:39,20.3,19.1,48,1.24,1.07
2025-02-15 14:46:49,20.3,19.1,48,1.24,1.07
2025-02-15 14:46:59,20.3,19.1,48,1.24,1.07
2025-02-15 14:47:09,20.3,19.1,48,1.24,1.07
2025-02-15 14:47:19,20.3,19.1,48,1.24,1.07
2025-02-15 14:47:29,20.3,19.1,48,1.24,1.07
2025-02-15 14:47:39,20.3,19.1,48,1.24,1.07
2025-02-15 14:47:50,20.3,19.1,48,1.24,1.07
2025-02-15 14:48:00,20.3,19.1,48,1.24,1.07
2025-02-15 14:48:10,20.3,19.1,48,1.24,1.07
2025-02-15 14:48:20,20.3,19.1,48,1.24,1.07
2025-02-15 14:48:30,20.3,19.1,48,1.24,1.07
2025-02-15 14:48:40,20.3,19.1,48,1.24,1.07
2025-02-15 14:48:50,20.3,19.1,48,1.24,1.07
2025-02-15 14:49:01,20.3,19.1,48,1.24,1.07
2025-02-15 14:49:11,20.3,19.1,48,1.24,1.07
2025-02-15 14:49:21,20.3,19.1,48,1.24,1.07
2025-02-15 14:49:31,20.3,19.1,48,1.24,1.07
2025-02-15 14:49:41,20.3,19.1,48,1.24,1.07
2025-02-15 14:49:51,20.3,19.1,48,1.24,1.07
2025-02-15 14:50:01,20.3,19.1,48,1.24,1.07
2025-02-15 14:50:12,20.3,19.1,48,1.24,1.07
2025-02-15 14:50:22,20.3,19.1,48,1.24,1.07
2025-02-15 14:50:32,20.3,19.1,48,1.24,1.07
2025-02-15 14:50:42,20.3,19.1,48,1.24,1.07
2025-02-15 14:50:52,20.3,19.1,48,1.24,1.07
2025-02-15 14:51:02,20.3,19.1,48,1.24,1.07
2025-02-15 14:51:12,20.3,19.1,48,1.24,1.07
2025-02-15 14:51:23,20.3,19.1,48,1.24,1.07
2025-02-15 14:51:33,20.3,19.1,48,1.24,1.07
2025-02-15 14:51:43,20.3,19.1,48,1.24,1.07
2025-02-15 14:51:53,20.3,19.1,48,1.24,1.07
2025-02-15 14:52:03,20.3,19.1,48,1.24,1.07
2025-02-15 14:52:13,20.3,19.1,48,1.24,1.07
2025-02-15 14:52:23,20.3,19.1,48,1.24,1.07
2025-02-15 14:52:33,20.3,19.1,48,1.24,1.07
2025-02-15 14:52:44,20.3,19.1,48,1.24,1.07
2025-02-15 14:52:54,20.3,19.1,48,1.24,1.07
2025-02-15 14:53:04,20.3,19.1,48,1.24,1.07
2025-02-15 14:53:14,20.3,19.1,48,1.24,1.07
2025-02-15 14:53:24,20.3,19.1,48,1.24,1.07
2025-02-15 14:53:34,20.3,19.1,48,1.24,1.07
2025-02-15 14:53:44,20.3,19.1,48,1.24,1.07
2025-02-15 14:53:55,20.3,19.1,48,1.24,1.07
2025-02-15 14:54:05,20.3,19.1,48,1.24,1.07
2025-02-15 14:54:15,20.3,19.1,48,1.24,1.07
2025-02-15 14:54:25,20.3,19.1,48,1.24,1.07
2025-02-15 14:54:35,20.3,19.1,48,1.24,1.07
2025-02-15 14:54:45,20.3,19.1,48,1.24,1.07
2025-02-15 14:54:55,20.3,19.1,48,1.24,1.07
2025-02-15 14:55:05,20.3,19.1,48,1.24,1.07
2025-02-15 14:55:16,20.3,19.1,48,1.24,1.07
2025-02-15 14:55:26,20.3,19.1,48,1.24,1.07
2025-02-15 14:55:36,20.3,19.1,48,1.24,1.07
2025-02-15 14:55:46,20.3,19.1,48,1.24,1.07
2025-02-15 14:55:56,20.3,19.1,48,1.24,1.07
2025-02-15 14:56:06,20.3,19.1,48,1.24,1.07
2025-02-15 14:56:16,20.3,19.1,48,1.24,1.07
2025-02-15 14:56:27,20.3,19.1,48,1.24,1.07
2025-02-15 14:56:37,20.3,19.1,48,1.24,1.07
2025-02-15 14:56:47,20.3,19.1,48,1.24,1.07
2025-02-15 14:56:57,20.3,19.1,48,1.24,1.07
2025-02-15 14:57:07,20.3,19.1,48,1.24,1.07
2025-02-15 14:57:17,20.3,19.1,48,1.24,1.07
2025-02-15 14:57:27,20.3,19.1,48,1.24,1.07
2025-02-15 14:57:38,20.3,19.1,48,1.24,1.07
2025-02-15 14:57:48,20.3,19.1,48,1.24,1.07
2025-02-15 14:57:58,20.3,19.1,48,1.24,1.07
2025-02-15 14:58:08,20.3,19.1,48,1.24,1.07
2025-02-15 14:58:18,20.3,19.1,48,1.24,1.07
2025-02-15 14:58:28,20.3,19.1,48,1.24,1.07
2025-02-15 14:58:38,20.3,19.1,48,1.24,1.07
2025-02-15 14:58:49,20.3,19.1,48,1.24,1.07
2025-02-15 14:58:59,20.3,19.1,48,1.24,1.07
2025-02-15 14:59:09,20.3,19.1,48,1.24,1.07
2025-02-15 14:59:19,20.3,19.1,48,1.24,1.07
2025-02-15 14:59:29,20.3,19.1,48,1.24,1.07
2025-02-15 14:59:39,20.3,19.1,48,1.24,1.07
2025-02-15 14:59:49,20.3,19.1,48,1.24,1.07
2025-02-15 15:00:00,20.3,19.1,48,1.24,1.07
2025-02-15 15:00:10,20.3,19.1,48,1.24,1.07
2025-02-15 15:00:20,20.3,19.1,48,1.24,1.07
2025-02-15 15:00:30,20.3,19.1,48,1.24,1.07
2025-02-15 15:00:40,20.3,19.1,48,1.24,1.07
2025-02-15 15:00:50,20.3,19.1,48,1.24,1.07
2025-02-15 15:01:00,20.3,19.1,48,1.24,1.07
2025-02-15 15:01:11,20.1,18.9,48,1.22,1.05
2025-02-15 15:01:21,20.1,18.9,48,1.22,1.05
2025-02-15 15:01:31,20.1,18.9,48,1.22,1.05
2025-02-15 15:01:41,20.1,18.9,48,1.22,1.05
2025-02-15 15:01:51,20.1,18.9,48,1.22,1.05
2025-02-15 15:02:01,20.1,18.9,48,1.22,1.05
2025-02-15 15:02:11,20.1,18.9,48,1.22,1.05
2025-02-15 15:02:22,20.1,18.9,48,1.22,1.05
2025-02-15 15:02:32,20.1,18.9,48,1.22,1.05
2025-02-15 15:02:42,20.1,18.9,48,1.22,1.05
2025-02-15 15:02:52,20.1,18.9,48,1.22,1.05
2025-02-15 15:03:02,20.1,18.9,48,1.22,1.05
2025-02-15 15:03:12,20.1,18.9,48,1.22,1.05
2025-02-15 15:03:22,20.1,18.9,48,1.22,1.05
2025-02-15 15:03:32,20.1,18.9,48,1.22,1.05
2025-02-15 15:03:43,20.1,18.9,48,1.22,1.05
2025-02-15 15:03:53,20.1,18.9,48,1.22,1.05
2025-02-15 15:04:03,20.1,18.9,48,1.22,1.05
2025-02-15 15:04:13,20.1,18.9,48,1.22,1.05
2025-02-15 15:04:23,20.1,18.9,48,1.22,1.05
2025-02-15 15:04:33,20.1,18.9,48,1.22,1.05
2025-02-15 15:04:43,20.1,18.9,48,1.22,1.05
2025-02-15 15:04:54,20.1,18.9,48,1.22,1.05
2025-02-15 15:05:04,20.1,18.9,48,1.22,1.05
2025-02-15 15:05:14,20.1,18.9,48,1.22,1.05
2025-02-15 15:05:24,20.1,18.9,48,1.22,1.05
2025-02-15 15:05:34,20.1,18.9,48,1.22,1.05
2025-02-15 15:05:44,20.1,18.9,48,1.22,1.05
2025-02-15 15:05:55,20.1,18.9,48,1.22,1.05
2025-02-15 15:06:05,20.1,18.9,48,1.22,1.05
2025-02-15 15:06:15,20.1,18.9,48,1.22,1.05
2025-02-15 15:06:25,20.1,18.9,48,1.22,1.05
2025-02-15 15:06:35,20.1,18.9,48,1.22,1.05
2025-02-15 15:06:45,20.1,18.9,48,1.22,1.05
2025-02-15 15:06:55,20.1,18.9,48,1.22,1.05
2025-02-15 15:07:06,20.2,19.0,47,1.25,1.08
2025-02-15 15:07:16,20.2,19.0,47,1.25,1.08
2025-02-15 15:07:26,20.2,19.0,47,1.25,1.08
2025-02-15 15:07:36,20.2,19.0,47,1.25,1.08
2025-02-15 15:07:46,20.2,19.0,47,1.25,1.08
2025-02-15 15:07:56,20.2,19.0,47,1.25,1.08
2025-02-15 15:08:06,20.2,19.0,47,1.25,1.08
2025-02-15 15:08:16,20.2,19.0,47,1.25,1.08
2025-02-15 15:08:27,20.2,19.0,47,1.25,1.08
2025-02-15 15:08:37,20.2,19.0,47,1.25,1.08
2025-02-15 15:08:47,20.2,19.0,47,1.25,1.08
2025-02-15 15:08:57,20.2,19.0,47,1.25,1.08
2025-02-15 15:09:07,20.2,19.0,47,1.25,1.08
2025-02-15 15:09:17,20.2,19.0,47,1.25,1.08
2025-02-15 15:09:27,20.2,19.0,47,1.25,1.08
2025-02-15 15:09:38,20.2,19.0,47,1.25,1.08
2025-02-15 15:09:48,20.2,19.0,47,1.25,1.08
2025-02-15 15:09:58,20.2,19.0,47,1.25,1.08
2025-02-15 15:10:08,20.2,19.0,47,1.25,1.08
2025-02-15 15:10:18,20.2,19.0,47,1.25,1.08
2025-02-15 15:10:28,20.2,19.0,47,1.25,1.08
2025-02-15 15:10:38,20.2,19.0,47,1.25,1.08
2025-02-15 15:10:49,20.2,19.0,47,1.25,1.08
2025-02-15 15:10:59,20.2,19.0,47,1.25,1.08
2025-02-15 15:11:09,20.2,19.0,47,1.25,1.08
2025-02-15 15:11:19,20.2,19.0,47,1.25,1.08
2025-02-15 15:11:29,20.2,19.0,47,1.25,1.08
2025-02-15 15:11:39,20.2,19.0,47,1.25,1.08
2025-02-15 15:11:49,20.2,19.0,47,1.25,1.08
2025-02-15 15:11:59,20.2,19.0,47,1.25,1.08
2025-02-15 15:12:10,20.2,19.0,47,1.25,1.08
2025-02-15 15:12:20,20.2,19.0,47,1.25,1.08
2025-02-15 15:12:30,20.2,19.0,47,1.25,1.08
2025-02-15 15:12:40,20.2,19.0,47,1.25,1.08
2025-02-15 15:12:50,20.2,19.0,47,1.25,1.08
2025-02-15 15:13:00,20.2,19.0,47,1.25,1.08
2025-02-15 15:13:10,20.2,19.0,47,1.25,1.08
2025-02-15 15:13:21,20.2,19.0,47,1.25,1.08
2025-02-15 15:13:31,20.2,19.0,47,1.25,1.08
2025-02-15 15:13:41,20.2,19.0,47,1.25,1.08
2025-02-15 15:13:51,20.2,19.0,47,1.25,1.08
2025-02-15 15:14:01,20.2,19.0,47,1.25,1.08
2025-02-15 15:14:11,20.2,19.0,47,1.25,1.08
2025-02-15 15:14:21,20.2,19.0,47,1.25,1.08
2025-02-15 15:14:31,20.2,19.0,47,1.25,1.08
2025-02-15 15:14:42,20.2,19.0,47,1.25,1.08
2025-02-15 15:14:52,20.2,19.0,47,1.25,1.08
2025-02-15 15:15:02,20.2,19.0,47,1.25,1.08
2025-02-15 15:15:12,20.2,19.0,47,1.25,1.08
2025-02-15 15:15:22,20.2,19.0,47,1.25,1.08
2025-02-15 15:15:32,20.2,19.0,47,1.25,1.08
2025-02-15 15:15:42,20.2,19.0,47,1.25,1.08
2025-02-15 15:15:53,20.2,19.0,47,1.25,1.08
2025-02-15 15:16:03,20.2,19.0,47,1.25,1.08
2025-02-15 15:16:13,20.2,19.0,47,1.25,1.08
2025-02-15 15:16:23,20.2,19.0,47,1.25,1.08
2025-02-15 15:16:33,20.2,19.0,47,1.25,1.08
2025-02-15 15:16:43,20.2,19.0,47,1.25,1.08
2025-02-15 15:16:53,20.2,19.0,47,1.25,1.08
2025-02-15 15:17:03,20.2,19.0,47,1.25,1.08
2025-02-15 15:17:14,20.2,19.0,47,1.25,1.08
2025-02-15 15:17:24,20.2,19.0,47,1.25,1.08
2025-02-15 15:17:34,20.2,19.0,47,1.25,1.08
2025-02-15 15:17:44,20.2,19.0,47,1.25,1.08
2025-02-15 15:17:54,20.2,19.0,47,1.25,1.08
2025-02-15 15:18:04,20.2,19.0,47,1.25,1.08
2025-02-15 15:18:14,20.2,19.0,47,1.25,1.08
2025-02-15 15:18:25,20.2,19.0,47,1.25,1.08
2025-02-15 15:18:35,20.2,19.0,47,1.25,1.08
2025-02-15 15:18:45,20.2,19.0,47,1.25,1.08
2025-02-15 15:18:55,20.2,19.0,47,1.25,1.08
2025-02-15 15:19:05,20.2,19.0,47,1.25,1.08
2025-02-15 15:19:15,20.2,19.0,47,1.25,1.08
2025-02-15 15:19:26,20.2,19.0,47,1.25,1.08
2025-02-15 15:19:36,20.2,19.0,47,1.25,1.08
2025-02-15 15:19:46,20.2,19.0,47,1.25,1.08
2025-02-15 15:19:56,20.2,19.0,47,1.25,1.08
2025-02-15 15:20:06,20.2,19.0,47,1.25,1.08
2025-02-15 15:20:16,20.2,19.0,47,1.25,1.08
2025-02-15 15:20:26,20.2,19.0,47,1.25,1.08
2025-02-15 15:20:36,20.2,19.0,47,1.25,1.08
2025-02-15 15:20:47,20.2,19.0,47,1.25,1.08
2025-02-15 15:20:57,20.2,19.0,47,1.25,1.08
2025-02-15 15:21:07,20.2,19.0,47,1.25,1.08
2025-02-15 15:21:17,20.2,19.0,47,1.25,1.08
2025-02-15 15:21:27,20.2,19.0,47,1.25,1.08
2025-02-15 15:21:37,20.2,19.0,47,1.25,1.08
2025-02-15 15:21:47,20.2,19.0,47,1.25,1.08
2025-02-15 15:21:58,20.2,19.0,47,1.25,1.08
2025-02-15 15:22:08,20.2,19.0,47,1.25,1.08
2025-02-15 15:22:18,20.2,19.0,47,1.25,1.08
2025-02-15 15:22:28,20.2,19.0,47,1.25,1.08
2025-02-15 15:22:38,20.2,19.0,47,1.25,1.08
2025-02-15 15:22:48,20.2,19.0,47,1.25,1.08
2025-02-15 15:22:59,20.2,19.0,47,1.25,1.08
2025-02-15 15:23:09,20.2,19.0,47,1.25,1.08
2025-02-15 15:23:19,20.2,19.0,47,1.25,1.08
2025-02-15 15:23:29,20.2,19.0,47,1.25,1.08
2025-02-15 15:23:39,20.2,19.0,47,1.25,1.08
2025-02-15 15:23:49,20.2,19.0,47,1.25,1.08
2025-02-15 15:23:59,20.2,19.0,47,1.25,1.08
2025-02-15 15:24:10,20.2,19.0,47,1.25,1.08
2025-02-15 15:24:20,20.2,19.0,47,1.25,1.08
2025-02-15 15:24:30,20.2,19.0,47,1.25,1.08
2025-02-15 15:24:40,20.2,19.0,47,1.25,1.08
2025-02-15 15:24:50,20.2,19.0,47,1.25,1.08
2025-02-15 15:25:00,20.2,19.0,47,1.25,1.08
2025-02-15 15:25:10,20.2,19.0,47,1.25,1.08
2025-02-15 15:25:21,20.2,19.0,47,1.25,1.08
2025-02-15 15:25:31,20.2,19.0,47,1.25,1.08
2025-02-15 15:25:41,20.2,19.0,47,1.25,1.08
2025-02-15 15:25:51,20.2,19.0,47,1.25,1.08
2025-02-15 15:26:01,20.2,19.0,47,1.25,1.08
2025-02-15 15:26:11,20.2,19.0,47,1.25,1.08
2025-02-15 15:26:21,20.2,19.0,47,1.25,1.08
2025-02-15 15:26:32,20.2,19.0,47,1.25,1.08
2025-02-15 15:26:42,20.2,19.0,47,1.25,1.08
2025-02-15 15:26:52,20.2,19.0,47,1.25,1.08
2025-02-15 15:27:02,20.2,19.0,47,1.25,1.08
2025-02-15 15:27:12,20.2,19.0,47,1.25,1.08
2025-02-15 15:27:22,20.2,19.0,47,1.25,1.08
2025-02-15 15:27:32,20.2,19.0,47,1.25,1.08
2025-02-15 15:27:42,20.2,19.0,47,1.25,1.08
2025-02-15 15:27:53,20.2,19.0,47,1.25,1.08
2025-02-15 15:28:03,20.2,19.0,47,1.25,1.08
2025-02-15 15:28:13,20.2,19.0,47,1.25,1.08
2025-02-15 15:28:23,20.2,19.0,47,1.25,1.08
2025-02-15 15:28:33,20.2,19.0,47,1.25,1.08
2025-02-15 15:28:43,20.2,19.0,47,1.25,1.08
2025-02-15 15:28:53,20.2,19.0,47,1.25,1.08
2025-02-15 15:29:04,20.2,19.0,47,1.25,1.08
2025-02-15 15:29:14,20.2,19.0,47,1.25,1.08
2025-02-15 15:29:24,20.2,19.0,47,1.25,1.08
2025-02-15 15:29:34,20.2,19.0,47,1.25,1.08
2025-02-15 15:29:44,20.2,19.0,47,1.25,1.08
2025-02-15 15:29:54,20.2,19.0,47,1.25,1.08
2025-02-15 15:30:05,20.2,19.0,47,1.25,1.08
2025-02-15 15:30:15,20.2,19.0,47,1.25,1.08
2025-02-15 15:30:25,20.2,19.0,47,1.25,1.08
2025-02-15 15:30:35,20.2,19.0,47,1.25,1.08
2025-02-15 15:30:45,20.2,19.0,47,1.25,1.08
2025-02-15 15:30:55,20.2,19.0,47,1.25,1.08
2025-02-15 15:31:05,20.2,19.0,47,1.25,1.08
2025-02-15 15:31:16,20.2,19.0,47,1.25,1.08
2025-02-15 15:31:26,20.2,19.0,47,1.25,1.08
2025-02-15 15:31:36,20.2,19.0,47,1.25,1.08
2025-02-15 15:31:46,20.2,19.0,47,1.25,1.08
2025-02-15 15:31:56,20.2,19.0,47,1.25,1.08
2025-02-15 15:32:06,20.2,19.0,47,1.25,1.08
2025-02-15 15:32:16,20.2,19.0,47,1.25,1.08
2025-02-15 15:32:27,20.2,19.0,47,1.25,1.08
2025-02-15 15:32:37,20.2,19.0,47,1.25,1.08
2025-02-15 15:32:47,20.2,19.0,47,1.25,1.08
2025-02-15 15:32:57,20.2,19.0,47,1.25,1.08
2025-02-15 15:33:07,20.2,19.0,47,1.25,1.08
2025-02-15 15:33:17,20.2,19.0,47,1.25,1.08
2025-02-15 15:33:27,20.2,19.0,47,1.25,1.08
2025-02-15 15:33:38,20.2,19.0,47,1.25,1.08
2025-02-15 15:33:48,20.2,19.0,47,1.25,1.08
2025-02-15 15:33:58,20.2,19.0,47,1.25,1.08
2025-02-15 15:34:08,20.2,19.0,47,1.25,1.08
2025-02-15 15:34:18,20.2,19.0,47,1.25,1.08
2025-02-15 15:34:28,20.2,19.0,47,1.25,1.08
2025-02-15 15:34:38,20.2,19.0,47,1.25,1.08
2025-02-15 15:34:49,20.2,19.0,47,1.25,1.08
2025-02-15 15:34:59,20.2,19.0,47,1.25,1.08
2025-02-15 15:35:09,20.2,19.0,47,1.25,1.08
2025-02-15 15:35:19,20.2,19.0,47,1.25,1.08
2025-02-15 15:35:29,20.2,19.0,47,1.25,1.08
2025-02-15 15:35:39,20.2,19.0,47,1.25,1.08
2025-02-15 15:35:49,20.2,19.0,47,1.25,1.08
2025-02-15 15:36:00,20.2,19.0,47,1.25,1.08
2025-02-15 15:36:10,20.2,19.0,47,1.25,1.08
2025-02-15 15:36:20,20.2,19.0,47,1.25,1.08
2025-02-15 15:36:30,20.2,19.0,47,1.25,1.08
2025-02-15 15:36:40,20.2,19.0,47,1.25,1.08
2025-02-15 15:36:50,20.2,19.0,47,1.25,1.08
2025-02-15 15:37:00,20.3,19.1,47,1.26,1.09
2025-02-15 15:37:11,20.3,19.1,47,1.26,1.09
2025-02-15 15:37:21,20.3,19.1,47,1.26,1.09
2025-02-15 15:37:31,20.3,19.1,47,1.26,1.09
2025-02-15 15:37:41,20.3,19.1,47,1.26,1.09
2025-02-15 15:37:51,20.3,19.1,47,1.26,1.09
2025-02-15 15:38:01,20.3,19.1,47,1.26,1.09
2025-02-15 15:38:11,20.3,19.1,47,1.26,1.09
2025-02-15 15:38:22,20.3,19.1,47,1.26,1.09
2025-02-15 15:38:32,20.3,19.1,47,1.26,1.09
2025-02-15 15:38:42,20.3,19.1,47,1.26,1.09
2025-02-15 15:38:52,20.3,19.1,47,1.26,1.09
2025-02-15 15:39:02,20.3,19.1,47,1.26,1.09
2025-02-15 15:39:12,20.3,19.1,47,1.26,1.09
2025-02-15 15:39:22,20.3,19.1,47,1.26,1.09
2025-02-15 15:39:32,20.3,19.1,47,1.26,1.09
2025-02-15 15:39:43,20.3,19.1,47,1.26,1.09
2025-02-15 15:39:53,20.3,19.1,47,1.26,1.09
2025-02-15 15:40:03,20.3,19.1,47,1.26,1.09
2025-02-15 15:40:13,20.3,19.1,47,1.26,1.09
2025-02-15 15:40:23,20.3,19.1,47,1.26,1.09
2025-02-15 15:40:33,20.3,19.1,47,1.26,1.09
2025-02-15 15:40:43,20.3,19.1,47,1.26,1.09
2025-02-15 15:40:54,20.3,19.1,47,1.26,1.09
2025-02-15 15:41:04,20.3,19.1,47,1.26,1.09
2025-02-15 15:41:14,20.3,19.1,47,1.26,1.09
2025-02-15 15:41:24,20.3,19.1,47,1.26,1.09
2025-02-15 15:41:34,20.3,19.1,47,1.26,1.09
2025-02-15 15:41:44,20.3,19.1,47,1.26,1.09
2025-02-15 15:41:55,20.3,19.1,47,1.26,1.09
2025-02-15 15:42:05,20.3,19.1,47,1.26,1.09
2025-02-15 15:42:15,20.3,19.1,47,1.26,1.09
2025-02-15 15:42:25,20.3,19.1,47,1.26,1.09
2025-02-15 15:42:35,20.3,19.1,47,1.26,1.09
2025-02-15 15:42:45,20.3,19.1,47,1.26,1.09
2025-02-15 15:42:55,20.3,19.1,47,1.26,1.09
2025-02-15 15:43:05,20.3,19.1,47,1.26,1.09
2025-02-15 15:43:16,20.3,19.1,47,1.26,1.09
2025-02-15 15:43:26,20.3,19.1,47,1.26,1.09
2025-02-15 15:43:36,20.3,19.1,47,1.26,1.09
2025-02-15 15:43:46,20.3,19.1,47,1.26,1.09
2025-02-15 15:43:56,20.3,19.1,47,1.26,1.09
2025-02-15 15:44:06,20.3,19.1,47,1.26,1.09
2025-02-15 15:44:16,20.3,19.1,47,1.26,1.09
2025-02-15 15:44:27,20.3,19.1,47,1.26,1.09
2025-02-15 15:44:37,20.3,19.1,47,1.26,1.09
2025-02-15 15:44:47,20.3,19.1,47,1.26,1.09
2025-02-15 15:44:57,20.3,19.1,47,1.26,1.09
2025-02-15 15:45:07,20.3,19.1,47,1.26,1.09
2025-02-15 15:45:17,20.3,19.1,47,1.26,1.09
2025-02-15 15:45:27,20.3,19.1,47,1.26,1.09
2025-02-15 15:45:37,20.3,19.1,47,1.26,1.09
2025-02-15 15:45:48,20.3,19.1,47,1.26,1.09
2025-02-15 15:45:58,20.3,19.1,47,1.26,1.09
2025-02-15 15:46:08,20.3,19.1,47,1.26,1.09
2025-02-15 15:46:18,20.3,19.1,47,1.26,1.09
2025-02-15 15:46:28,20.3,19.1,47,1.26,1.09
2025-02-15 15:46:38,20.3,19.1,47,1.26,1.09
2025-02-15 15:46:48,20.3,19.1,47,1.26,1.09
2025-02-15 15:46:59,20.3,19.1,47,1.26,1.09
2025-02-15 15:47:09,20.3,19.1,47,1.26,1.09
2025-02-15 15:47:19,20.3,19.1,47,1.26,1.09
2025-02-15 15:47:29,20.3,19.1,47,1.26,1.09
2025-02-15 15:47:39,20.3,19.1,47,1.26,1.09
2025-02-15 15:47:49,20.3,19.1,47,1.26,1.09
2025-02-15 15:47:59,20.3,19.1,47,1.26,1.09
2025-02-15 15:48:09,20.3,19.1,47,1.26,1.09
2025-02-15 15:48:20,20.3,19.1,47,1.26,1.09
2025-02-15 15:48:30,20.3,19.1,47,1.26,1.09
2025-02-15 15:48:40,20.3,19.1,47,1.26,1.09
